movieId,title,genres,year
96,Hate,Drama,1995
97,Shopping,Action|Thriller,1994
98,Heidi Fleiss: Hollywood Madam,Documentary,1995
99,City Hall,Drama|Thriller,1996
100,Bottle Rocket,Comedy,1996
101,Mr. Wrong,Comedy,1996
102,Unforgettable,Thriller,1996
103,Happy Gilmore,Comedy,1996
104,The Bridges of Madison County,Drama|Romance,1995
105,Nobody Loves Me,Comedy|Drama,1994
106,Muppet Treasure Island,Adventure|Children's|Comedy|Musical,1996
107,Catwalk,Documentary,1995
108,Headless Body in Topless Bar,Comedy,1995
109,Braveheart,Action|Drama|War,1995
110,Taxi Driver,Drama|Thriller,1976
111,Rumble in the Bronx,Action|Adventure|Crime,1995
112,Before and After,Drama|Mystery,1996
113,Margaret's Museum,Drama,1995
114,Happiness Is in the Field,Comedy,1995
115,Anne Frank Remembered,Documentary,1995
116,The Young Poisoner's Handbook,Crime,1995
117,If Lucy Fell,Comedy|Romance,1996
118,"Steal Big, Steal Little",Comedy,1995
119,Race the Sun,Drama,1996
120,The Boys of St. Vincent,Drama,1993
121,Boomerang,Comedy|Romance,1992
122,Chungking Express,Drama|Mystery|Romance,1994
123,The Star Maker,Drama,1995
124,Flirting With Disaster,Comedy,1996
125,The NeverEnding Story III,Adventure|Children's|Fantasy,1994
126,The Silences of the Palace,Drama,1994
127,Jupiter's Wife,Documentary,1994
128,Pie in the Sky,Comedy|Romance,1995
129,Angela,Drama,1995
130,Frankie Starlight,Drama|Romance,1995
131,Jade,Thriller,1995
132,Nueba Yol,Comedy|Drama,1995
133,Sonic Outlaws,Documentary,1995
134,Down Periscope,Comedy,1996
135,From the Journals of Jean Seberg,Documentary,1995
136,Man of the Year,Documentary,1995
137,The Neon Bible,Drama,1995
138,Target,Action|Drama,1995
139,Up Close and Personal,Drama|Romance,1996
140,The Birdcage,Comedy,1996
141,Shadows,Drama,1988
142,Gospa,Drama,1995
143,The Brothers McMullen,Comedy,1995
144,Bad Boys,Action,1995
145,The Amazing Panda Adventure,Adventure|Children's,1995
146,The Basketball Diaries,Drama,1995
147,An Awfully Big Adventure,Drama,1995
148,Amateur,Crime|Drama|Thriller,1994
149,Apollo 13,Drama,1995
150,Rob Roy,Drama|Romance|War,1995
151,The Addiction,Horror,1995
152,Batman Forever,Action|Adventure|Comedy|Crime,1995
153,Belle de jour,Drama,1967
154,Beyond Rangoon,Drama|War,1995
155,Blue in the Face,Comedy,1995
156,Canadian Bacon,Comedy|War,1994
157,Casper,Adventure|Children's,1995
158,Clockers,Drama,1995
159,Congo,Action|Adventure|Mystery|Sci-Fi,1995
160,Crimson Tide,Drama|Thriller|War,1995
161,Crumb,Documentary,1994
162,Desperado,Action|Romance|Thriller,1995
163,Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller,1995
164,Die Hard: With a Vengeance,Action|Thriller,1995
165,The Doom Generation,Comedy|Drama,1995
166,Feast of July,Drama,1995
167,First Knight,Action|Adventure|Drama|Romance,1995
168,Free Willy 2: The Adventure Home,Adventure|Children's|Drama,1995
169,Hackers,Action|Crime|Thriller,1995
170,Jeffrey,Comedy,1995
171,Johnny Mnemonic,Action|Sci-Fi|Thriller,1995
172,Judge Dredd,Action|Adventure|Sci-Fi,1995
173,Jury Duty,Comedy,1995
174,Kids,Drama,1995
175,Living in Oblivion,Comedy,1995
176,Lord of Illusions,Horror,1995
177,Love & Human Remains,Comedy,1993
178,Mad Love,Drama|Romance,1995
179,Mallrats,Comedy,1995
180,Mighty Morphin Power Rangers: The Movie,Action|Children's,1995
181,Moonlight and Valentino,Drama|Romance,1995
182,Mute Witness,Thriller,1994
183,Nadja,Drama,1994
184,The Net,Sci-Fi|Thriller,1995
185,Nine Months,Comedy,1995
186,Party Girl,Comedy,1995
187,The Prophecy,Horror,1995
188,Reckless,Comedy,1995
189,Safe,Thriller,1995
190,The Scarlet Letter,Drama,1995
191,The Show,Documentary,1995
192,Showgirls,Drama,1995
193,Smoke,Drama,1995
194,Something to Talk About,Comedy|Drama|Romance,1995
195,Species,Horror|Sci-Fi,1995
196,The Stars Fell on Henrietta,Drama,1995
197,Strange Days,Action|Crime|Sci-Fi,1995
198,The Umbrellas of Cherbourg,Drama|Musical,1964
199,The Tie That Binds,Thriller,1995
200,Three Wishes,Drama,1995
201,Total Eclipse,Drama|Romance,1995
202,Under Siege 2: Dark Territory,Action,1995
203,Unstrung Heroes,Comedy|Drama,1995
204,Unzipped,Documentary,1995
205,A Walk in the Clouds,Drama|Romance,1995
206,Waterworld,Action|Adventure,1995
207,White Man's Burden,Drama,1995
208,Wild Bill,Western,1995
209,The Browning Version,Drama,1994
210,Bushwhacked,Comedy,1995
211,Burnt By the Sun,Drama,1994
212,Before the Rain,Drama,1994
213,Before Sunrise,Drama|Romance,1995
214,Billy Madison,Comedy,1995
215,The Babysitter,Drama|Thriller,1995
216,Boys on the Side,Comedy|Drama,1995
217,The Cure,Drama,1995
218,Castle Freak,Horror,1995
219,Circle of Friends,Drama|Romance,1995
220,Clerks,Comedy,1994
221,Don Juan DeMarco,Comedy|Drama|Romance,1995
222,Disclosure,Drama|Thriller,1994
223,Dream Man,Thriller,1995
224,Drop Zone,Action,1994
225,Destiny Turns on the Radio,Comedy,1995
226,Death and the Maiden,Drama|Thriller,1994
227,Dolores Claiborne,Drama|Thriller,1994
228,Dumb & Dumber,Comedy,1994
229,Eat Drink Man Woman,Comedy|Drama,1994
230,Exotica,Drama,1994
231,Exit to Eden,Comedy,1994
232,Ed Wood,Comedy|Drama,1994
233,French Kiss,Comedy|Romance,1995
234,Forget Paris,Comedy|Romance,1995
235,Far From Home: The Adventures of Yellow Dog,Adventure|Children's,1995
236,A Goofy Movie,Animation|Children's|Comedy|Romance,1995
237,Hideaway,Thriller,1995
238,Fluke,Children's|Drama,1995
239,Farinelli,Drama|Musical,1994
240,Gordy,Comedy,1995
241,Gumby 1,Animation|Children's,1995
242,The Glass Shield,Crime|Drama,1994
243,Hoop Dreams,Documentary,1994
244,Heavenly Creatures,Drama|Fantasy|Romance|Thriller,1994
245,Houseguest,Comedy,1994
246,Immortal Beloved,Drama|Romance,1994
247,Heavyweights,Children's|Comedy,1994
248,The Hunted,Action,1995
249,I.Q.,Comedy|Romance,1994
250,Interview with the Vampire,Drama|Horror,1994
251,Jefferson in Paris,Drama,1995
252,The Jerky Boys,Comedy,1994
253,Junior,Comedy|Sci-Fi,1994
254,Just Cause,Mystery|Thriller,1995
255,A Kid in King Arthur's Court,Adventure|Children's|Comedy|Fantasy|Romance,1995
256,Kiss of Death,Crime|Drama|Thriller,1995
257,Star Wars: Episode IV - A New Hope,Action|Adventure|Fantasy|Sci-Fi,1977
258,Little Women,Drama,1994
259,A Little Princess,Children's|Drama,1995
260,Ladybird Ladybird,Drama,1994
261,L'Enfer,Drama,1994
262,Like Water for Chocolate,Drama|Romance,1992
263,Legends of the Fall,Drama|Romance|War|Western,1994
264,Major Payne,Comedy,1994
265,Little Odessa,Drama,1994
266,My Crazy Life,Drama,1993
267,Love Affair,Drama|Romance,1994
268,Losing Isaiah,Drama,1995
269,The Madness of King George,Drama,1994
270,Mary Shelley's Frankenstein,Drama|Horror,1994
271,Man of the House,Comedy,1995
272,Mixed Nuts,Comedy,1994
273,Milk Money,Comedy|Romance,1994
274,Miracle on 34th Street,Drama,1994
275,Miami Rhapsody,Comedy,1995
276,My Family,Drama,1995
277,Murder in the First,Drama|Thriller,1995
278,Nobody's Fool,Drama,1994
279,Nell,Drama,1994
280,New Jersey Drive,Crime|Drama,1995
281,New York Cop,Action|Crime,1996
282,Beyond Bedlam,Drama|Horror,1993
283,Nemesis 2: Nebula,Action|Sci-Fi|Thriller,1995
284,Nina Takes a Lover,Comedy|Romance,1994
285,Natural Born Killers,Action|Thriller,1994
286,Only You,Comedy|Romance,1994
287,Once Were Warriors,Crime|Drama,1994
288,Poison Ivy II,Thriller,1995
289,Outbreak,Action|Drama|Thriller,1995
290,The Professional,Crime|Drama|Romance|Thriller,1994
291,The Perez Family,Comedy|Romance,1995
292,A Pyromaniac's Love Story,Comedy|Romance,1995
293,Pulp Fiction,Crime|Drama,1994
294,Panther,Drama,1995
295,Pushing Hands,Comedy,1992
296,Priest,Drama,1994
297,Quiz Show,Drama,1994
298,Picture Bride,Drama|Romance,1995
299,Queen Margot,Drama|Romance,1994
300,The Quick and the Dead,Action|Adventure|Western,1995
301,Roommates,Comedy|Drama,1995
302,Ready to Wear,Comedy,1994
303,Three Colors: Red,Drama,1994
304,Three Colors: Blue,Drama,1993
305,Three Colors: White,Drama,1994
306,"Red Firecracker, Green Firecracker",Drama,1994
307,Rent-a-Kid,Comedy,1995
308,Relative Fear,Horror|Thriller,1994
309,Stuart Saves His Family,Comedy,1995
310,The Swan Princess,Animation|Children's,1994
311,The Secret of Roan Inish,Drama,1994
312,The Specialist,Action,1994
313,Stargate,Action|Adventure|Sci-Fi,1994
314,The Santa Clause,Children's|Comedy|Fantasy,1994
315,The Shawshank Redemption,Drama,1994
316,Shallow Grave,Thriller,1994
317,Suture,Film-Noir|Thriller,1993
318,Strawberry and Chocolate,Drama,1993
319,Swimming with Sharks,Comedy|Drama,1995
320,The Sum of Us,Comedy,1994
321,Senior Trip,Comedy,1995
322,To Live,Drama,1994
323,Tank Girl,Action|Comedy|Musical|Sci-Fi,1995
324,Tales from the Crypt: Demon Knight,Horror,1995
325,Star Trek: Generations,Action|Adventure|Sci-Fi,1994
326,Tales from the Hood,Comedy|Horror,1995
327,Tom & Viv,Drama,1994
328,Village of the Damned,Horror|Sci-Fi,1995
329,Tommy Boy,Comedy,1995
330,Vanya on 42nd Street,Drama,1994
331,The Underneath,Mystery|Thriller,1995
332,The Walking Dead,Drama|War,1995
333,What's Eating Gilbert Grape,Drama,1993
334,Virtuosity,Sci-Fi|Thriller,1995
335,While You Were Sleeping,Comedy|Romance,1995
336,The War,Adventure|Drama,1994
337,Double Happiness,Drama,1994
338,Muriel's Wedding,Comedy|Romance,1994
339,The Baby-Sitters Club,Children's,1995
340,Ace Ventura: Pet Detective,Comedy,1994
341,"The Adventures of Priscilla, Queen of the Desert",Comedy|Drama,1994
342,Backbeat,Drama|Musical,1993
343,Bitter Moon,Drama,1992
344,Bullets Over Broadway,Comedy,1994
345,Clear and Present Danger,Action|Adventure|Thriller,1994
346,The Client,Drama|Mystery|Thriller,1994
347,"Corrina, Corrina",Comedy|Drama|Romance,1994
348,Crooklyn,Comedy,1994
349,The Crow,Action|Romance|Thriller,1994
350,Cobb,Drama,1994
351,The Flintstones,Children's|Comedy,1994
352,Forrest Gump,Comedy|Romance|War,1994
353,Four Weddings and a Funeral,Comedy|Romance,1994
354,Higher Learning,Drama,1995
355,I Like It Like That,Comedy|Drama|Romance,1994
356,I Love Trouble,Action|Comedy,1994
357,It Could Happen to You,Drama|Romance,1994
358,The Jungle Book,Adventure|Children's|Romance,1994
359,"The Wonderful, Horrible Life of Leni Riefenstahl",Documentary,1993
360,The Lion King,Animation|Children's|Musical,1994
361,Little Buddha,Drama,1993
362,New Nightmare,Horror,1994
363,The Mask,Comedy|Crime|Fantasy,1994
364,Maverick,Action|Comedy|Western,1994
365,Mrs. Parker and the Vicious Circle,Drama,1994
366,Naked Gun 33 1/3: The Final Insult,Comedy,1994
367,The Paper,Comedy|Drama,1994
368,Reality Bites,Comedy|Drama,1994
369,Red Rock West,Thriller,1992
370,Richie Rich,Children's|Comedy,1994
371,Safe Passage,Drama,1994
372,The River Wild,Action|Thriller,1994
373,Speed,Action|Romance|Thriller,1994
374,Speechless,Comedy|Romance,1994
375,Timecop,Action|Sci-Fi,1994
376,True Lies,Action|Adventure|Comedy|Romance,1994
377,When a Man Loves a Woman,Drama,1994
378,Wolf,Drama|Horror,1994
379,Wyatt Earp,Western,1994
380,Bad Company,Action,1995
381,A Man of No Importance,Drama,1994
382,S.F.W.,Drama,1994
383,A Low Down Dirty Shame,Action|Comedy,1994
384,This Boy's Life,Drama,1995
385,Le Colonel Chabert,Drama|Romance|War,1994
386,Faster Pussycat! Kill! Kill!,Action|Comedy|Drama,1965
387,Jason's Lyric,Crime|Drama,1994
388,The Secret Adventures of Tom Thumb,Adventure|Children's,1993
389,Street Fighter,Action,1994
390,Coldblooded,Action,1995
391,Desert Winds,Drama,1995
392,Fall Time,Drama,1995
393,Blindspotting,Comedy|Crime|Drama,2018
394,Frank and Ollie,Documentary,1995
395,Girl in the Cadillac,Drama,1995
396,Homage,Drama,1995
397,Mirage,Action|Thriller,1995
398,Open Season,Comedy,1996
399,True Crime,Comedy|Crime|Drama,1995
400,Brother Minister: The Assassination of Malcolm X,Documentary,1994
401,Highlander: The Final Dimension,Action|Sci-Fi,1994
402,Federal Hill,Drama,1994
403,In the Mouth of Madness,Horror|Thriller,1995
404,8 Seconds,Drama,1994
405,Above the Rim,Drama,1994
406,Addams Family Values,Comedy,1993
407,You So Crazy,Comedy,1994
408,The Age of Innocence,Drama,1993
409,Airheads,Comedy,1994
410,The Air Up There,Comedy,1994
411,Another Stakeout,Comedy|Thriller,1993
412,Bad Girls,Western,1994
413,Barcelona,Comedy|Romance,1994
414,Being Human,Drama,1993
415,The Beverly Hillbillies,Comedy,1993
416,Beverly Hills Cop III,Action|Comedy,1994
417,Black Beauty,Adventure|Children's,1994
418,Blink,Thriller,1994
419,Blown Away,Action|Thriller,1994
420,Blue Chips,Drama,1994
421,Blue Sky,Drama|Romance,1994
422,Body Snatchers,Horror|Sci-Fi|Thriller,1993
423,Boxing Helena,Mystery|Romance|Thriller,1993
424,A Bronx Tale,Drama,1993
425,Cabin Boy,Comedy,1994
426,Calendar Girl,Drama,1993
427,Carlito's Way,Crime|Drama,1993
428,City Slickers II: The Legend of Curly's Gold,Comedy|Western,1994
429,Clean Slate,Comedy,1994
430,Cliffhanger,Action|Adventure|Crime,1993
431,Coneheads,Comedy|Sci-Fi,1993
432,Color of Night,Drama|Thriller,1994
433,Cops and Robbersons,Comedy,1994
434,The Cowboy Way,Action|Comedy,1994
435,Dangerous Game,Drama,1993
436,Dave,Comedy|Romance,1993
437,Dazed and Confused,Comedy,1993
438,Demolition Man,Action|Sci-Fi,1993
439,The Endless Summer 2,Documentary,1994
440,Even Cowgirls Get the Blues,Comedy|Romance,1993
441,Fatal Instinct,Comedy,1993
442,Farewell My Concubine,Drama|Romance,1993
443,The Favor,Comedy|Romance,1994
444,Fearless,Drama,1993
445,Fear of a Black Hat,Comedy,1993
446,With Honors,Comedy|Drama,1994
447,Flesh and Bone,Drama|Mystery|Romance,1993
448,Widows' Peak,Drama,1994
449,For Love or Money,Comedy,1993
450,The Firm,Drama|Thriller,1993
451,Free Willy,Adventure|Children's|Drama,1993
452,Fresh,Drama,1994
453,The Fugitive,Action|Thriller,1993
454,Geronimo: An American Legend,Drama|Western,1993
455,The Getaway,Action,1994
456,Getting Even with Dad,Comedy,1994
457,Go Fish,Drama|Romance,1994
458,A Good Man in Africa,Action|Adventure,1994
459,Guilty as Sin,Crime|Drama|Thriller,1993
460,Hard Target,Action|Adventure|Crime|Thriller,1993
461,Heaven & Earth,Action|Drama|War,1993
462,Hot Shots! Part Deux,Action|Comedy|War,1993
463,Live Nude Girls,Comedy,1995
464,"The Englishman Who Went Up a Hill, But Came Down a Mountain",Comedy|Romance,1995
465,The House of the Spirits,Drama|Romance,1993
466,House Party 3,Comedy,1994
467,The Hudsucker Proxy,Comedy|Romance,1994
468,I'll Do Anything,Comedy|Drama,1994
469,In the Army Now,Comedy|War,1994
470,In the Line of Fire,Action|Thriller,1993
471,In the Name of the Father,Drama,1993
472,The Inkwell,Comedy|Drama,1994
473,What's Love Got to Do with It?,Drama,1993
474,Jimmy Hollywood,Comedy,1994
475,Judgment Night,Action,1993
476,Jurassic Park,Action|Adventure|Sci-Fi,1993
477,Kalifornia,Drama|Thriller,1993
478,Killing Zoe,Thriller,1994
479,King of the Hill,Drama,1993
480,Lassie,Adventure|Children's,1994
481,Last Action Hero,Action|Comedy,1993
482,Life with Mikey,Comedy,1993
483,Lightning Jack,Comedy|Western,1994
484,M. Butterfly,Drama,1993
485,Made in America,Comedy,1993
486,Malice,Thriller,1993
487,The Man Without a Face,Drama,1993
488,Manhattan Murder Mystery,Comedy|Mystery,1993
489,Menace II Society,Action|Crime|Drama,1993
490,Executive Decision,Action|Thriller,1996
491,In the Realm of the Senses,Drama,1976
492,What Happened Was...,Comedy|Drama|Romance,1994
493,Much Ado About Nothing,Comedy|Romance,1993
494,Mr. Jones,Drama|Romance,1993
495,Mr. Wonderful,Comedy|Romance,1993
496,Mrs. Doubtfire,Comedy,1993
497,Naked,Drama,1993
498,The Next Karate Kid,Action|Children's,1994
499,The New Age,Drama,1994
500,No Escape,Action|Sci-Fi,1994
501,North,Comedy,1994
502,Orlando,Drama,1993
503,A Perfect World,Action|Drama,1993
504,Philadelphia,Drama,1993
505,The Piano,Drama|Romance,1993
506,Poetic Justice,Drama,1993
507,The Program,Action|Drama,1993
508,The Puppet Masters,Horror|Sci-Fi,1994
509,Radioland Murders,Comedy|Mystery|Romance,1994
510,The Ref,Comedy,1994
511,The Remains of the Day,Drama,1993
512,Renaissance Man,Comedy|Drama|War,1994
513,Rising Sun,Action|Drama|Mystery,1993
514,The Road to Wellville,Comedy,1994
515,Robocop 3,Sci-Fi|Thriller,1993
516,Robin Hood: Men in Tights,Comedy,1993
517,Romeo Is Bleeding,Crime|Thriller,1993
518,Romper Stomper,Action|Drama,1992
519,Ruby in Paradise,Drama,1993
520,Rudy,Drama,1993
521,The Saint of Fort Washington,Drama,1993
522,Savage Nights,Drama,1992
523,Schindler's List,Drama|War,1993
524,The Scout,Drama,1994
525,Searching for Bobby Fischer,Drama,1993
526,Second Best,Drama,1994
527,The Secret Garden,Children's|Drama,1993
528,Serial Mom,Comedy|Crime|Horror,1994
529,The Shadow,Action,1994
530,Shadowlands,Drama|Romance,1993
531,Short Cuts,Drama,1993
532,A Simple Twist of Fate,Drama,1994
533,Sirens,Comedy|Drama,1994
534,Six Degrees of Separation,Drama,1993
535,Sleepless in Seattle,Comedy|Romance,1993
536,Sliver,Thriller,1993
537,Blade Runner,Film-Noir|Sci-Fi,1982
538,Son in Law,Comedy,1993
539,So I Married an Axe Murderer,Comedy|Romance|Thriller,1993
540,Striking Distance,Action,1993
541,Harlem,Drama,1993
542,Super Mario Bros.,Action|Adventure|Children's|Sci-Fi,1993
543,Surviving the Game,Action|Adventure|Thriller,1994
544,Terminal Velocity,Action,1994
545,Thirty-Two Short Films About Glenn Gould,Documentary,1993
546,Threesome,Comedy|Romance,1994
547,The Nightmare Before Christmas,Children's|Comedy|Musical,1993
548,The Three Musketeers,Action|Adventure|Comedy,1993
549,Tombstone,Western,1993
550,Trial by Jury,Thriller,1994
551,True Romance,Action|Crime|Romance,1993
552,The War Room,Documentary,1993
553,Mamma Roma,Drama,1962
554,The Pagemaster,Action|Adventure|Animation|Children's|Fantasy,1994
555,"Paris, France",Comedy,1993
556,"The Beans of Egypt, Maine",Drama,1994
557,Killer,Thriller,1994
558,Welcome to the Dollhouse,Comedy|Drama,1995
559,Germinal,Drama,1993
560,Chasers,Comedy,1994
561,Cronos,Horror,1992
562,Naked in New York,Comedy|Romance,1994
563,Kika,Drama,1993
564,Bhaji on the Beach,Comedy|Drama,1993
565,Little Big League,Children's|Comedy,1994
566,The Slingshot,Comedy|Drama,1993
567,The Wedding Gift,Drama,1994
568,Foreign Student,Drama,1994
569,"Ciao, Professore!",Drama,1993
570,Spanking the Monkey,Comedy|Drama,1994
571,The Little Rascals,Children's|Comedy,1994
572,Fausto,Comedy,1993
573,Andre,Adventure|Children's,1994
574,The Advocate,Drama|Mystery,1993
575,La Scorta,Thriller,1993
576,Princess Caraboo,Drama,1994
577,The Celluloid Closet,Documentary,1995
578,Café au lait,Comedy,1993
579,Dear Diary,Comedy|Drama,1994
580,I Don't Want to Talk About It,Drama,1993
581,The Brady Bunch Movie,Comedy,1995
582,Home Alone,Children's|Comedy,1990
583,Ghost,Comedy|Romance|Thriller,1990
584,Aladdin,Animation|Children's|Comedy|Musical,1992
585,Terminator 2: Judgment Day,Action|Sci-Fi|Thriller,1991
586,Dances with Wolves,Adventure|Drama|Western,1990
587,Tough and Deadly,Action|Drama|Thriller,1995
588,Batman,Action|Adventure|Crime|Drama,1989
589,The Silence of the Lambs,Drama|Thriller,1991
590,Snow White and the Seven Dwarfs,Animation|Children's|Musical,1937
591,Beauty and the Beast,Animation|Children's|Musical,1991
592,Pinocchio,Animation|Children's,1940
593,Pretty Woman,Comedy|Romance,1990
594,Window to Paris,Comedy,1994
595,The Wild Bunch,Western,1969
596,Love and a .45,Thriller,1994
597,Wu Kui,Drama,1994
598,A Great Day in Harlem,Documentary,1994
599,"Bye Bye, Love",Comedy,1995
600,Criminals,Documentary,1996
601,One Fine Day,Drama|Romance,1996
602,Candyman: Farewell to the Flesh,Horror,1995
603,Century,Drama,1993
604,Fargo,Crime|Drama|Thriller,1996
605,Homeward Bound II: Lost in San Francisco,Adventure|Children's,1996
606,Heavy Metal,Action|Adventure|Animation|Horror|Sci-Fi,1981
607,Hellraiser: Bloodline,Action|Horror|Sci-Fi,1996
608,The Pallbearer,Comedy,1996
609,Jane Eyre,Drama|Romance,1996
610,Loaded,Drama|Thriller,1994
611,Bread and Chocolate,Drama,1973
612,The Aristocats,Animation|Children's,1970
613,The Flower of My Secret,Drama,1995
614,Two Much,Comedy|Romance,1996
615,Ed,Comedy,1996
616,Scream of Stone,Drama,1991
617,My Favorite Season,Drama,1993
618,A Modern Affair,Romance,1995
619,Condition Red,Action|Drama|Thriller,1995
620,Halfaouine: Boy of the Terraces,Drama,1990
621,A Thin Line Between Love and Hate,Comedy,1996
622,The Last Supper,Drama|Thriller,1995
623,Primal Fear,Drama|Thriller,1996
624,Rude,Drama,1995
625,Carried Away,Drama|Romance,1996
626,All Dogs Go to Heaven II,Animation|Children's|Musical,1996
627,Land and Freedom,War,1995
628,Denise Calls Up,Comedy,1995
629,Theodore Rex,Comedy,1995
630,A Family Thing,Comedy|Drama,1996
631,Frisk,Drama,1995
632,Sgt. Bilko,Comedy,1996
633,Jack & Sarah,Romance,1995
634,Girl 6,Comedy,1996
635,Diabolique,Drama|Thriller,1996
636,"Little Indian, Big City",Comedy,1994
637,Roula,Drama,1995
638,Peanuts - Die Bank zahlt alles,Comedy,1996
639,Final Score,Action|Drama|Thriller,2018
640,Nelly & Monsieur Arnaud,Drama,1995
641,Courage Under Fire,Drama|War,1996
642,Mission: Impossible,Action|Adventure|Mystery,1996
643,Cold Fever,Comedy|Drama,1994
644,Moll Flanders,Drama,1996
645,Das Superweib,Comedy,1996
646,"301, 302",Mystery,1995
647,Dragonheart,Action|Adventure|Fantasy,1996
648,A Star Is Born,Drama|Music|Romance,2018
649,My Mother's Courage,Comedy,1995
650,Eddie,Comedy,1996
651,Yankee Zulu,Comedy|Drama,1994
652,Billy's Holiday,Drama,1995
653,Purple Noon,Crime|Thriller,1960
654,August,Drama,1996
655,James and the Giant Peach,Animation|Children's|Musical,1996
656,Fear,Thriller,1996
657,Kids in the Hall: Brain Candy,Comedy,1996
658,Faithful,Comedy,1996
659,Underground,War,1995
660,All Things Fair,Drama,1996
661,Bloodsport 2,Action,1995
662,Pather Panchali,Drama,1955
663,Aparajito,Drama,1956
664,The World of Apu,Drama,1959
665,Mystery Science Theater 3000: The Movie,Comedy|Sci-Fi,3000
666,Tarantella,Drama,1995
667,Space Jam,Adventure|Animation|Children's|Comedy|Fantasy,1996
668,Barbarella,Adventure|Sci-Fi,1968
669,Hostile Intentions,Action|Drama|Thriller,1994
670,They Bite,Drama,1996
671,Some Folks Call It a Sling Blade,Drama|Thriller,1993
672,The Run of the Country,Drama,1995
